Ligand,3FGU,3S41,4RCH,7T78,4ISF,4DCH,4DHY,5V4X,4NO7,3F9M,3VEY,3IDH,7T79,6E0I,3IMX,4ISE,3ID8,3VEV,3VF6,5V4W,1V4S,eA,XGB,Predicted probability
decoy2484.ZINC55107620,-9.80061054,-11.0430336,-9.88713741,-10.0282202,-10.7818098,-9.78728199,-11.0766983,-9.9230299,-10.3147097,-7.71044683,-8.29898453,-10.4641066,-7.78187084,-9.11196136,-10.9569283,-11.0761938,-8.14186192,-11.781498,-10.5363255,-9.99571705,-7.69081116,-9.818535110952379,-9.633746170563674,0.059524744749069214
decoy2746.ZINC45936384,-8.99884415,-9.6278677,-9.30632591,-9.88082981,-10.5002632,-10.3679543,-9.74295616,-10.2807646,-10.1535692,-6.99832106,-9.54674149,-9.34872723,-10.3795395,-9.79497528,-10.4308033,-10.5080318,-7.81352282,-10.4359293,-9.4067297,-9.95018864,-7.42779636,-9.566699119523808,-9.52374614191907,0.056718166917562485
decoy2195.ZINC00626046,-9.71097755,-9.94374752,-9.79496002,-7.82247639,-9.47250938,-9.68764973,-9.98768997,-9.38773823,-7.65975285,-7.38994265,-8.29858875,-11.2744703,-7.80807352,-8.8508606,-9.65312958,-10.5531073,-7.33329773,-10.9208384,-8.9783783,-9.99133492,-7.83529425,-9.159753235238096,-9.126019376313286,0.0565849170088768
active38.CHEMBL1164184,-6.97714949,-9.25311661,-9.72214413,-10.145628,-9.2116909,-10.2426968,-9.22708797,-9.49654102,-9.97503757,-7.47640562,-8.07140636,-9.11888981,-9.44075203,-9.38428593,-8.61607361,-9.79347992,-8.06025505,-10.0099726,-9.75796986,-9.85837841,-7.76330185,-9.12391731142857,-9.07042910595744,0.053572408854961395
active14.CHEMBL195128,-10.6401949,-9.80674171,-10.3859415,-10.0630035,-9.35490608,-10.1557808,-9.80173397,-9.56560707,-10.4105358,-8.07294083,-8.93902779,-10.9264307,-11.0260153,-10.4146729,-10.4089117,-9.55061531,-8.91233253,-11.1689444,-10.7111921,-9.689044,-9.25506306,-9.96474456904762,-9.931719345802561,0.05138647183775902
decoy826.ZINC16556528,-8.62142563,-10.2472496,-10.5474806,-8.41328144,-9.80957031,-8.90544033,-10.330143,-8.57418442,-7.28898716,-8.0742178,-7.64622498,-9.00625992,-7.36463261,-9.57703686,-8.6304636,-9.03696442,-8.39373779,-10.183733,-10.6595612,-9.81541634,-9.09381676,-9.058087036666668,-9.02961847522611,0.05053161084651947
decoy1463.ZINC32973393,-6.96790648,-8.39308071,-9.81009388,-7.81691265,-10.2943172,-10.265811,-8.64033222,-10.2611637,-9.80121994,-7.2836647,-8.03037548,-9.38400459,-9.51813507,-9.41449833,-9.21052837,-10.6976156,-8.50129795,-10.6977816,-9.18940639,-10.3190498,-7.7337141,-9.153852845714287,-9.093796216967712,0.048410482704639435
decoy1157.ZINC38632773,-6.88781786,-9.74296188,-9.81218243,-8.39996719,-10.3997698,-10.8478155,-9.69993019,-10.6966887,-8.00104141,-6.69742966,-7.83287859,-8.89826488,-11.7550631,-9.78013992,-10.7145538,-10.7748165,-8.17736149,-10.9774284,-10.9111586,-10.4143219,-7.26209545,-9.461127964285716,-9.37074781862172,0.04817705601453781
decoy499.ZINC09281149,-8.52743816,-9.50345612,-9.44046783,-9.38834095,-9.23659801,-10.0684328,-9.3272295,-10.5990458,-10.6352673,-7.51596451,-8.24129009,-10.6709185,-10.0603657,-9.54367924,-9.60951233,-10.8668098,-8.10013771,-10.4520836,-8.4452858,-10.3037853,-8.17922401,-9.462634907619048,-9.442733058329052,0.04748748987913132
active44.CHEMBL578638,-9.10442924,-9.45615578,-9.19155216,-9.53551197,-9.60239792,-8.79567719,-9.45421505,-9.69719601,-7.24854994,-7.62594366,-9.99584961,-9.82832336,-7.14131975,-8.15620041,-8.69158745,-9.71444416,-9.39193535,-9.4191494,-9.44577694,-10.1614456,-7.12075615,-8.989448433333333,-8.969000507649582,0.04737110808491707
decoy1852.ZINC09515578,-9.17206001,-9.59204865,-9.37699032,-9.60474682,-10.0673132,-9.68343258,-9.46131039,-9.64410496,-6.70204496,-7.8018012,-8.30197525,-9.06178284,-9.53474712,-8.80954361,-8.66536808,-10.4370241,-7.95468378,-9.58769417,-9.06237602,-9.39892578,-7.23832703,-9.007538136666668,-9.003130782115809,0.04523535817861557
decoy2490.ZINC59991832,-8.44369411,-9.60230637,-9.8231163,-10.2914505,-9.70710373,-10.5931597,-9.70595646,-9.08829784,-9.33262348,-7.619205,-8.84433746,-9.38530445,-8.95424652,-8.55716038,-11.3817368,-9.77206135,-8.43118095,-9.44563866,-10.7034378,-9.87468338,-7.77526474,-9.396760284761902,-9.245535207658408,0.043242014944553375
decoy1527.ZINC08411080,-9.4904871,-10.1779337,-10.9815836,-10.2361288,-8.71977997,-9.75022888,-9.4129324,-9.82017326,-11.1386127,-8.17736053,-8.67721367,-11.2860813,-10.0006332,-10.6171637,-11.0474691,-9.74334335,-7.74940777,-12.9066153,-10.8152971,-9.56518745,-8.69452381,-9.952769366190477,-9.93338926858223,0.04172620549798012
decoy1170.ZINC08850479,-8.59969711,-9.76472473,-9.95784187,-9.28670311,-10.7706099,-8.39155102,-9.79155445,-9.36477375,-9.93342876,-7.60829306,-7.53560925,-10.5304985,-8.99705982,-9.08920383,-9.98763943,-11.1674032,-7.28761387,-10.9985781,-9.35946846,-10.8408375,-8.41344643,-9.413168388095237,-9.408751892452683,0.04115934297442436
decoy4130.ZINC67305916,-8.39490604,-8.83481121,-9.1386528,-10.2938499,-9.11699867,-9.88999271,-8.77006149,-9.32114506,-9.92568111,-7.53022337,-9.18304253,-9.29734612,-9.96363068,-8.85176849,-9.49623871,-9.8162775,-8.15521431,-9.59434414,-9.47328949,-9.32602692,-8.94571018,-9.205676734761905,-9.214021122592204,0.04078114777803421
decoy4088.ZINC12647950,-9.01952267,-9.90605164,-10.2872581,-9.70775223,-9.87210274,-9.13092422,-10.0973139,-9.94292164,-8.45975876,-7.52516127,-8.08308792,-10.3296175,-10.8767147,-9.7888546,-9.81232834,-10.381525,-8.32808495,-10.5427446,-9.48582172,-9.50327301,-8.02066898,-9.48102326142857,-9.452486567002161,0.039976730942726135
decoy2008.ZINC39949511,-8.47369766,-9.141922,-9.1181488,-9.38607979,-9.07522011,-9.50598526,-9.10682297,-9.32355404,-9.02495098,-7.04452372,-7.90469456,-9.38485622,-10.3451424,-8.46569443,-9.02616405,-10.1847486,-8.38764,-9.24156666,-8.75540543,-9.69581223,-7.56139278,-8.959715366190476,-8.94323340273878,0.03834604471921921
decoy1302.ZINC46705256,-7.51770973,-9.01659107,-10.1473103,-10.9873371,-9.93921375,-10.1685419,-9.34645176,-9.43212605,-8.52902317,-7.4426899,-8.28600407,-8.64321899,-9.75836372,-10.2908258,-10.458395,-9.6918087,-8.36666679,-11.321826,-9.70839787,-9.68634796,-8.68577766,-9.401172728095238,-9.284874992529527,0.03771008178591728
decoy1611.ZINC05541096,-9.19460487,-9.57419872,-9.66482353,-10.0793371,-10.0258579,-10.0564718,-9.6232357,-10.5250988,-10.6495466,-8.61696339,-9.52388763,-9.94025517,-9.92674446,-8.90822315,-10.6079626,-10.3269367,-8.49991894,-9.05815506,-10.2828426,-10.0015974,-7.841465,-9.66324414857143,-9.510149928605063,0.03653545305132866
decoy1063.ZINC65026784,-8.66225815,-9.23408031,-9.39279652,-8.98397255,-9.85286808,-8.92190552,-8.92902851,-9.35051823,-10.2522326,-7.33171701,-7.60816479,-9.78895283,-8.41236687,-9.33449364,-9.2483778,-9.82197285,-8.12560081,-10.9929838,-10.3058367,-9.3549242,-7.90621424,-9.133869810000002,-9.125190533039195,0.036482878029346466
decoy4164.ZINC25224965,-8.81549358,-8.69359589,-9.21681595,-9.5196209,-9.85145569,-10.0121822,-8.85358906,-9.51912498,-9.44022465,-8.24776363,-8.23141766,-8.6172142,-8.46432209,-8.67355728,-9.40280724,-10.5875864,-8.48976803,-9.4514389,-9.56953239,-10.044241,-9.41753006,-9.196156275238094,-9.26378549559325,0.036129314452409744
decoy1897.ZINC18198507,-8.36419582,-9.97772121,-11.3063965,-8.26286697,-8.34937572,-9.27154922,-9.97403336,-8.46916103,-10.3284636,-7.62146044,-8.67799282,-7.7869606,-7.9350152,-9.46937943,-9.51850319,-8.39648247,-7.7778511,-11.7475195,-10.0682812,-9.45457649,-7.2291441,-9.046996665238096,-8.98191436260949,0.03546648472547531
decoy1773.ZINC65190054,-8.59479523,-8.81915665,-8.68087196,-9.00430012,-9.04657078,-9.72469711,-8.83304501,-9.65805435,-9.81788445,-7.16562319,-7.67012215,-8.9613905,-8.23144341,-7.78429413,-9.08954334,-10.1125755,-9.09645271,-9.37179375,-9.55461502,-9.71691608,-7.28025675,-8.867352485238095,-8.879841669351084,0.03495136648416519
decoy4422.ZINC36730937,-8.2932148,-10.4865751,-10.4910297,-9.18949509,-10.8137302,-9.79585838,-10.4962473,-10.0899572,-9.02829742,-7.95574665,-8.74512291,-9.35180187,-11.1302757,-10.1256514,-10.4079981,-11.4000416,-9.0451355,-10.8805122,-10.1759605,-9.65064621,-7.59141159,-9.768795686666667,-9.70977731877087,0.03309932351112366
decoy1881.ZINC64837523,-8.4890604,-9.38226223,-9.34252834,-9.33142853,-10.0982771,-8.8837595,-9.28402328,-9.08825874,-7.69131422,-7.78584719,-8.45718575,-8.63538265,-10.2704411,-8.8322916,-9.85740757,-9.98340702,-8.00582409,-9.53678036,-9.88634586,-9.88104725,-7.1763525,-9.042820251428571,-9.053774483102657,0.03286717087030411
decoy1022.ZINC09660425,-8.15610504,-9.87985039,-9.34004211,-8.27632141,-9.96251774,-9.11365891,-9.95450974,-9.84975719,-10.9974804,-7.89799881,-8.70205498,-9.63316631,-7.85726643,-9.23399448,-10.3161688,-11.4346943,-8.0263586,-10.2973461,-9.63501072,-11.0099649,-8.30900288,-9.423012868571428,-9.403922665019715,0.03189174085855484
decoy3750.ZINC58490824,-8.58585644,-8.61051464,-8.89207077,-10.5145254,-9.96800995,-9.00443935,-8.56467628,-10.2842789,-8.98663807,-8.75225449,-8.6296463,-9.99490833,-8.36138916,-8.63324738,-10.3690176,-10.1523962,-9.01157951,-10.468729,-9.80127335,-10.9812517,-9.19743729,-9.417340005238096,-9.478884701293426,0.031166335567831993
decoy1094.ZINC52218636,-8.95289135,-8.57430077,-9.09431934,-8.65695953,-9.26844025,-8.82644653,-8.35708332,-8.91919231,-8.24967384,-7.25121307,-7.65484858,-9.30759048,-9.78285408,-8.50311756,-9.78358555,-8.2370863,-8.76704597,-9.84390736,-9.17662811,-8.69253445,-8.46386528,-8.779218287142857,-8.794253509840672,0.030373238027095795
decoy1830.ZINC46022625,-8.70058155,-9.87028885,-10.2481441,-9.0698185,-10.1795073,-9.56731987,-9.83833218,-9.13331699,-9.46123981,-7.17313147,-8.03883171,-9.7597971,-9.02213573,-9.32712746,-9.51618958,-10.0782852,-7.31033278,-10.7459154,-9.64882278,-9.84770012,-7.25226116,-9.228051411428572,-9.183379442544025,0.030104506760835648
decoy4083.ZINC07383927,-8.37478733,-8.176301,-7.80308151,-8.79016781,-8.28715611,-8.77357101,-8.19839287,-9.11366081,-8.32543087,-7.70200968,-8.04998875,-8.29824543,-9.02028084,-8.25352573,-9.05794334,-9.23575592,-8.0456686,-9.73093414,-8.50722504,-9.14357376,-8.32836914,-8.534098556666667,-8.562770757668947,0.029105311259627342
decoy4044.ZINC39591862,-7.54375982,-7.57202911,-7.72993088,-7.70745277,-8.04299545,-8.34683323,-7.69007969,-8.66200829,-8.26223564,-8.26730633,-8.35849762,-7.67720127,-8.56661224,-7.74454355,-7.71920204,-8.46370792,-8.42126274,-9.20412636,-8.209095,-8.32751942,-9.16760349,-8.175428707619046,-8.192462411212501,0.029081188142299652
decoy366.ZINC13128987,-8.75387764,-9.82913399,-8.97738552,-10.0264397,-9.99033356,-8.28877831,-9.72581196,-9.80074596,-9.6148653,-7.18656206,-9.10742283,-8.90694141,-8.77396202,-9.39674664,-9.75242329,-10.7349157,-8.0310545,-10.4136324,-10.1286087,-9.54876709,-8.92728233,-9.329318614761906,-9.363709614227107,0.028905371204018593
decoy2622.ZINC15006212,-8.91947746,-8.90419292,-11.076622,-10.4024143,-11.0958719,-12.0230207,-8.94575787,-10.4638834,-10.1575432,-9.87171936,-10.3189907,-9.91174793,-9.97914219,-10.2178278,-9.62667751,-11.8513327,-10.7511015,-11.8257236,-9.85375595,-11.1567535,-11.5868902,-10.425735556666668,-10.451464760780414,0.028892647475004196
decoy3003.ZINC32973779,-7.6027379,-9.46991539,-10.3766384,-9.09116173,-10.1465816,-9.99358654,-8.95308495,-10.3992538,-10.863986,-8.16269875,-8.63915253,-10.2395344,-9.59545135,-10.3014097,-10.110877,-10.2009888,-8.30997181,-11.1206541,-9.72309971,-10.4590368,-8.79338264,-9.645390661904761,-9.57545856757946,0.028532665222883224
decoy895.ZINC39363438,-8.16502953,-10.2235336,-9.70604706,-8.52451992,-9.67437267,-10.5396376,-10.1718922,-9.69731426,-8.69217587,-8.28053093,-8.1976614,-8.77005959,-9.54934502,-9.73572445,-8.80196476,-10.3340769,-8.221488,-10.4217691,-10.4147968,-9.75880814,-9.81878757,-9.41426358904762,-9.34571618278141,0.02812894620001316
decoy2252.ZINC16489354,-9.56462669,-9.56822014,-9.87960625,-10.6282501,-10.9677563,-11.0815935,-9.57534122,-10.8724947,-8.72060776,-8.84400654,-9.45343971,-9.25493908,-9.96151543,-9.52292442,-10.3258657,-11.0634747,-8.4256382,-10.7429371,-9.67926121,-10.7242165,-8.38488674,-9.868647713809526,-9.883972705863103,0.027745302766561508
active85.CHEMBL379153,-9.9257021,-9.97880936,-10.133009,-10.5187321,-9.59067154,-10.237278,-10.0170994,-9.65196896,-10.3804159,-7.91285849,-7.96240664,-10.7004404,-8.17165375,-10.3102474,-10.1850996,-9.40446377,-8.48595142,-11.4513674,-10.1416817,-9.63443851,-9.1997385,-9.714001616190478,-9.70363904822124,0.02738034352660179
decoy528.ZINC16695031,-9.1375246,-10.2601662,-9.86855221,-9.50032043,-9.49221802,-10.2870998,-10.0514355,-11.784996,-10.5419197,-7.41303253,-8.90765095,-9.52419853,-10.7369976,-9.72001648,-10.4758835,-10.5628424,-8.80963039,-10.7988062,-10.0673313,-9.91742134,-8.93131065,-9.84711211095238,-9.6831666653843,0.0266866572201252
decoy4146.ZINC06453011,-8.48777866,-8.6062479,-8.27172089,-8.76566792,-9.44550705,-9.61461353,-8.33255005,-9.03867817,-10.7435484,-7.7554965,-7.55840492,-9.5510006,-8.68424225,-8.99908257,-9.1382761,-9.78116417,-8.11821079,-9.98644924,-9.12109375,-8.53183651,-7.4981389,-8.858557565238097,-8.800970684235411,0.02630060352385044
decoy3885.ZINC33042688,-9.26030731,-9.44000435,-9.08559418,-9.18478489,-10.8244419,-9.6348629,-9.36896896,-10.062521,-9.79433727,-7.59784412,-8.57496643,-10.0070763,-8.57742691,-9.36148167,-10.2439251,-11.3915091,-8.23758602,-10.3659763,-9.52148438,-9.86664963,-7.74934721,-9.435766472857145,-9.416057758755201,0.025973323732614517
decoy887.ZINC32959065,-6.90250969,-9.36771297,-9.71309948,-7.95983458,-9.68580246,-8.65106583,-9.35927391,-9.21075535,-9.61954689,-7.62557268,-7.71879864,-7.94203806,-8.93096352,-9.26236439,-8.41869736,-10.8318634,-8.92611122,-9.30330467,-8.87686253,-9.5838213,-8.86583614,-8.893135003333335,-8.887075419220496,0.025464827194809914
decoy3442.ZINC39154718,-7.61299849,-8.53601265,-8.84794426,-8.77361774,-8.97482014,-9.05180168,-8.52552319,-8.67900753,-8.67734718,-7.21650171,-8.89303589,-8.40995026,-9.55914688,-7.42772055,-9.22293091,-9.38398075,-8.83560753,-9.2871542,-8.18998432,-8.24386311,-9.27106857,-8.648572263809527,-8.670264685445447,0.02508532628417015
decoy4135.ZINC03070946,-7.16495943,-8.97743702,-9.50867844,-9.33646965,-10.5690708,-10.589447,-8.91395473,-9.60509682,-10.0332966,-6.83525085,-7.98336983,-8.73698521,-7.96641016,-8.34076405,-10.2431774,-10.8167057,-8.80441952,-9.76094532,-9.85686398,-10.5037346,-7.7123332,-9.155208109999998,-8.99111841731531,0.02504747360944748
decoy1341.ZINC20997610,-10.0119953,-10.3831587,-10.8503208,-10.2813015,-9.91530037,-11.046237,-10.3411236,-9.44201565,-10.0512581,-8.86842632,-9.79419994,-10.518465,-10.3336697,-10.3599405,-11.1429949,-10.2031584,-8.9806757,-11.7590599,-10.4028568,-9.44951725,-9.68187904,-10.18178830809524,-10.128421345825599,0.024871814996004105
decoy3357.ZINC32973626,-7.78476524,-9.48173904,-9.83878326,-10.2817869,-10.4337282,-10.0577631,-8.91185951,-10.6996155,-8.18507099,-7.8068676,-8.57209015,-8.83493423,-9.83888626,-10.3713951,-10.3248024,-10.7560263,-8.3509407,-11.3177214,-9.83319187,-10.4297733,-8.38213921,-9.54732763142857,-9.52393071348813,0.024551529437303543
decoy1817.ZINC23157144,-8.91243172,-8.98348236,-9.69375706,-7.28467083,-9.34482288,-9.73525238,-8.90346909,-9.51836205,-7.45614958,-7.56962776,-8.16801739,-9.14582157,-9.69296265,-8.73364067,-9.10175419,-9.46563148,-7.57333088,-10.1283503,-9.01473522,-9.48380947,-7.84072542,-8.845276426190479,-8.784552181586996,0.024434488266706467
decoy3569.ZINC12734144,-8.36333084,-10.7148838,-10.6058779,-8.55918598,-10.1480789,-10.3966351,-10.6975574,-10.449091,-8.8176651,-8.45725155,-8.93374634,-8.9288311,-10.1514368,-9.90233231,-11.7878399,-10.9267864,-8.73062611,-12.0266695,-10.4167185,-10.9230013,-10.2059288,-10.006832125238095,-9.970667273669513,0.024087335914373398
decoy641.ZINC03766007,-7.55392933,-9.95049191,-10.3654871,-8.15973186,-10.0326195,-9.46006012,-10.0481043,-8.27785778,-8.44437504,-7.40538025,-7.98370266,-8.8183403,-9.92917347,-9.65055943,-9.23784256,-9.39702129,-7.87260818,-12.9198456,-7.65053177,-9.42473984,-9.41948032,-9.142946790952381,-9.089916216662086,0.02338390424847603
decoy1894.ZINC15868272,-9.09595203,-8.82258034,-9.86555767,-6.96504927,-9.31590939,-9.48382378,-8.82931614,-9.77361012,-8.19183826,-7.32304955,-7.8170743,-7.86205864,-7.20546722,-7.92453194,-9.26318359,-9.81800365,-7.15412045,-9.78307152,-8.50241089,-9.86430645,-7.42303562,-8.584950039047618,-8.546407993176972,0.023076269775629044
decoy4767.ZINC18110850,-10.6265497,-9.82204533,-11.2135868,-10.4331074,-11.2378454,-11.6314249,-9.93488503,-11.3389654,-10.6326361,-7.3601532,-9.67840099,-11.0780544,-9.97817326,-10.2838182,-10.2837124,-11.4816837,-10.0703011,-12.4077044,-10.5713243,-11.2535295,-8.93617249,-10.488289238095238,-10.457183884896777,0.02301708608865738
decoy2181.ZINC64394465,-8.55068588,-9.17590427,-9.78273392,-8.03736305,-10.1153679,-10.4809227,-9.10953617,-9.86326218,-7.67726135,-7.55670547,-8.11430073,-9.77034473,-9.73962879,-9.86886024,-8.78825092,-9.58820438,-8.69551849,-10.7157183,-8.99447441,-10.0856094,-7.99290705,-9.176360015714287,-9.07158361863315,0.022867849096655846
decoy2759.ZINC05158479,-8.82367229,-9.21298504,-8.71189308,-8.76963043,-9.69875717,-10.1795311,-9.12464809,-9.89554501,-7.95781898,-7.22539139,-7.63160324,-9.11826897,-9.42747116,-8.94602585,-8.89429951,-10.0179672,-8.30306816,-10.2745047,-8.93753338,-9.6062479,-7.46545744,-8.962967623333332,-8.92498819403191,0.022686684504151344
decoy7.ZINC09065723,-10.6697769,-9.83064651,-11.0334539,-10.845458,-10.7040539,-11.5672503,-9.74239445,-10.3255901,-10.9752312,-9.67103863,-10.6946564,-10.1470385,-12.0300303,-10.492054,-10.9238348,-11.4325762,-10.9891281,-12.3345537,-10.9677343,-10.2596102,-10.4878807,-10.767809099523808,-10.755637789190567,0.02234664373099804
decoy1255.ZINC40107823,-8.49479103,-9.19705868,-10.3793039,-8.74206448,-10.6895342,-10.7479725,-8.87350273,-10.1732731,-11.1604834,-8.03884315,-8.76515388,-9.61261749,-8.9498682,-9.73595333,-9.1212492,-11.2867632,-9.37134457,-11.1931524,-10.2316132,-11.1157827,-9.00933647,-9.756650562380953,-9.680395213360645,0.02178012579679489
decoy1855.ZINC12596388,-9.15496254,-10.442503,-9.9268322,-10.3981619,-9.86744118,-10.5770216,-10.4706316,-10.7940426,-8.26483727,-8.09065819,-9.09715748,-9.93504333,-12.797843,-9.54833603,-9.56212807,-11.3378563,-9.04120445,-11.65833,-9.8864069,-10.5274067,-8.79109573,-10.008090479523808,-9.854159315649564,0.021349985152482986
decoy1402.ZINC51070064,-8.6861763,-9.10815716,-9.0866518,-9.46465302,-8.99228287,-9.2488327,-9.12923241,-8.87996387,-9.97750187,-7.60211754,-9.48589802,-9.48255348,-9.81305885,-9.55302429,-9.38960457,-9.45620441,-8.5477972,-10.9359035,-9.30064201,-9.41695595,-10.4631147,-9.334301262857142,-9.30251278431912,0.021100245416164398
decoy1657.ZINC04051693,-8.65359306,-8.72253799,-8.96819401,-8.60345364,-9.67404747,-9.2728157,-8.72369003,-9.69826698,-6.83860493,-7.30448389,-8.14107227,-9.44226646,-9.03093529,-9.21794701,-8.97904015,-9.85904312,-7.93654633,-9.82259178,-8.67685604,-8.46531773,-7.18300533,-8.724490914761905,-8.690946843123864,0.020477140322327614
decoy3572.ZINC14200493,-8.19665527,-10.5867214,-10.6591539,-10.4018908,-10.119669,-11.2465239,-10.5881233,-10.2542191,-9.57954884,-7.80243206,-8.41205502,-9.42754269,-10.3577042,-10.4672918,-11.9864769,-9.9513483,-8.94703102,-12.00982,-10.155489,-10.6628637,-9.30395699,-10.053167485238095,-9.930632362813002,0.0203988179564476
decoy2048.ZINC21505912,-7.8031435,-7.95124769,-7.89524412,-8.18994617,-8.12514687,-8.4152832,-7.91394806,-8.71178818,-9.07236767,-7.50187206,-7.28358269,-8.0188694,-8.44945621,-7.17731714,-8.80261612,-8.77201462,-7.5521121,-8.55495358,-8.71126652,-8.62438679,-8.94370651,-8.21286996190476,-8.20698110582532,0.02031833492219448
decoy2020.ZINC56937069,-7.46662998,-8.78808975,-9.8719883,-7.91891003,-9.61359119,-8.89067078,-8.77947807,-9.85783958,-8.28671074,-7.56441212,-7.75998211,-9.55374146,-8.47430992,-9.54061222,-9.46687031,-10.0634899,-7.79811287,-11.0924282,-9.75235367,-10.5703001,-6.9795084,-8.956668080952381,-8.896605218832066,0.019974922761321068
decoy4553.ZINC09647293,-9.51898098,-10.2064705,-10.1483202,-9.42922401,-9.75934124,-9.26185131,-10.4192066,-10.3488131,-9.34583569,-8.56070042,-9.10069847,-9.08419514,-9.25483704,-9.58475876,-9.79593468,-10.5911493,-9.02808094,-12.240777,-9.93575478,-10.8971329,-9.84150887,-9.82636056809524,-9.827340441922761,0.01996742933988571
decoy1896.ZINC01803198,-8.80138111,-9.50083447,-9.73035526,-10.7663403,-10.1419115,-10.4695454,-9.53090954,-10.6269207,-9.01924515,-9.00559044,-8.98799419,-9.22272491,-7.99312019,-10.6151476,-9.62200642,-10.0828848,-8.66004658,-10.869566,-9.42432785,-10.0785427,-9.2411747,-9.63764618142857,-9.624790173915898,0.019620554521679878
decoy3272.ZINC13747247,-8.51400471,-8.95017529,-9.16875458,-9.81055927,-9.6831274,-9.67591381,-8.9010191,-9.82982349,-8.59342575,-7.7265439,-8.86805248,-8.87625122,-10.6535044,-8.61251163,-8.96031189,-10.5010624,-8.9405899,-10.225729,-9.17186928,-9.49829197,-9.35814476,-9.262841249047618,-9.237975391087952,0.019610295072197914
decoy2086.ZINC00127708,-7.38302326,-7.49133015,-7.84884977,-8.09942722,-7.71776152,-7.70031261,-7.44490004,-7.91073036,-7.74022341,-7.85450649,-7.66102552,-7.98418903,-8.2703228,-7.52032804,-7.56428337,-8.07219505,-7.92916775,-8.60711956,-7.81361008,-8.12597466,-8.01770973,-7.845570972380952,-7.864380842435965,0.019576072692871094
